segment_id,row_index,row_label,section,anchor_mark_visible,color,thickness,code,legend_description,source_kind,pixel_x_start,pixel_x_end_exclusive,pixel_y_center,pixel_width,pixel_height_estimate,year_start,year_end,duration_years,note,base_year,end_year_exclusive,start_abs_day,end_abs_day,start_year,start_day_of_year,start_day_label,end_year,end_day_of_year,end_day_label,duration_days
81,29,NOAA 6 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,514,543,714,29,13,1985.861897,1986.875208,1.013311,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,2870,3240,1985,315,1985-D315,1986,320,1986-D320,371
82,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,371,374,733,3,8,1980.865225,1980.97005,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1046,1085,1980,316,1980-D316,1980,355,1980-D355,40
83,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,red,thin,red_thin,assimilated in ERA-Interim but not in ERA5,visible_color_bar,359,361,733,2,4,1980.445923,1980.515807,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,893,919,1980,163,1980-D163,1980,189,1980-D189,27
84,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,318,381,733,63,13,1979.013311,1981.214642,2.201331,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,370,1174,1979,5,1979-D005,1981,79,1981-D079,805
85,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,grey,thin,grey_thin,used in both ERA5 and ERA-Interim,visible_color_bar,1375,1379,733,4,4,2015.946755,2016.086522,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13851,13902,2015,346,2015-D346,2016,32,2016-D032,52
86,31,METOP-B HIRS Rad,Multispectral infrared,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1350,1362,752,12,13,2015.073211,2015.492512,0.419301,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13532,13685,2015,27,2015-D027,2015,180,2015-D180,154
87,32,NOAA 19 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1272,1273,771,1,6,2012.347754,2012.382696,0.034942,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12537,12550,2012,127,2012-D127,2012,140,2012-D140,14
88,32,NOAA 19 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1303,1308,771,5,13,2013.430948,2013.605657,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12933,12997,2013,158,2013-D158,2013,222,2013-D222,65
89,32,NOAA 19 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1188,1303,771,115,13,2009.412646,2013.430948,4.018303,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11466,12933,2009,151,2009-D151,2013,158,2013-D158,1468
90,33,METOP-A HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1120,1127,790,7,13,2007.036606,2007.281198,0.244592,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10599,10688,2007,14,2007-D014,2007,103,2007-D103,90
91,33,METOP-A HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1373,1377,790,4,11,2015.876872,2016.016639,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13826,13877,2015,321,2015-D321,2016,7,2016-D007,52
92,33,METOP-A HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1127,1374,790,247,13,2007.281198,2015.911814,8.630616,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10688,13838,2007,103,2007-D103,2015,333,2015-D333,3151
93,33,METOP-A HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1383,790,5,13,2016.051581,2016.22629,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,13953,2016,19,2016-D019,2016,83,2016-D083,65
94,34,NOAA 18 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1077,1183,810,106,13,2005.53411,2009.237937,3.703827,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10050,11402,2005,195,2005-D195,2009,87,2009-D087,1353
95,35,NOAA 17 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,992,1260,829,268,13,2002.56406,2011.928453,9.364393,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8966,12384,2002,206,2002-D206,2011,339,2011-D339,3419
96,36,NOAA 16 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,942,1045,849,103,13,2000.816972,2004.415973,3.599002,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8329,9642,2000,299,2000-D299,2004,152,2004-D152,1314
97,37,NOAA 15 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,878,932,867,54,13,1998.580699,2000.467554,1.886855,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,7512,8201,1998,212,1998-D212,2000,171,2000-D171,690
98,38,NOAA 14 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1035,1042,886,7,13,2004.066556,2004.311148,0.244592,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9515,9604,2004,25,2004-D025,2004,114,2004-D114,90
99,38,NOAA 14 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1046,1047,886,1,6,2004.450915,2004.485857,0.034942,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9655,9668,2004,165,2004-D165,2004,178,2004-D178,14
100,38,NOAA 14 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1054,1058,886,4,13,2004.730449,2004.870216,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9757,9808,2004,267,2004-D267,2004,318,2004-D318,52
101,38,NOAA 14 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,784,1036,886,252,13,1995.296173,2004.101498,8.805324,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,6314,9528,1995,109,1995-D109,2004,38,2004-D038,3215
102,38,NOAA 14 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1041,1062,886,21,13,2004.276206,2005.009983,0.733777,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9591,9859,2004,101,2004-D101,2005,4,2005-D004,269
103,39,NOAA 12 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,676,678,906,2,13,1991.522463,1991.592346,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4936,4962,1991,191,1991-D191,1991,217,1991-D217,27
104,39,NOAA 12 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,678,845,906,167,13,1991.592346,1997.427621,5.835275,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4962,7092,1991,217,1991-D217,1997,157,1997-D157,2131
105,40,NOAA 11 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,598,776,925,178,13,1988.797005,1995.016639,6.219634,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3941,6212,1988,291,1988-D291,1995,7,1995-D007,2272
106,40,NOAA 11 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,848,927,925,79,13,1997.532446,2000.292845,2.760399,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,7130,8137,1997,195,1997-D195,2000,107,2000-D107,1008
107,41,NOAA 10 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,544,682,944,138,13,1986.91015,1991.732113,4.821963,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3253,5013,1986,333,1986-D333,1991,268,1991-D268,1761
108,42,NOAA 9 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,490,601,964,111,13,1985.023295,1988.90183,3.878536,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,2564,3980,1985,9,1985-D009,1988,330,1988-D330,1417
109,43,NOAA 8 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,442,445,983,3,13,1983.34609,1983.450915,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1952,1990,1983,127,1983-D127,1983,165,1983-D165,39
110,43,NOAA 8 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,444,474,983,30,13,1983.415973,1984.464226,1.048253,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1977,2360,1983,152,1983-D152,1984,170,1984-D170,384
111,44,NOAA 7 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,391,493,1002,102,13,1981.56406,1985.12812,3.56406,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1301,2602,1981,206,1981-D206,1985,47,1985-D047,1302
112,45,NOAA 6 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,333,442,1021,109,13,1979.537438,1983.34609,3.808652,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,562,1952,1979,197,1979-D197,1983,127,1983-D127,1391
113,46,TIROS-N HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,324,325,1040,1,11,1979.222962,1979.257903,0.034942,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,447,460,1979,82,1979-D082,1979,95,1979-D095,14
114,46,TIROS-N HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,348,350,1040,2,11,1980.061564,1980.131448,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,753,778,1980,23,1980-D023,1980,48,1980-D048,26
115,46,TIROS-N HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,318,381,1040,63,13,1979.013311,1981.214642,2.201331,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,370,1174,1979,5,1979-D005,1981,79,1981-D079,805
116,47,GPM GMI Rad. All-sky,Microwave imagers,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1353,1377,1118,24,13,2015.178037,2016.016639,0.838602,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13570,13877,2015,65,2015-D065,2016,7,2016-D007,308
117,47,GPM GMI Rad. All-sky,Microwave imagers,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1377,1482,1118,105,13,2016.016639,2019.685524,3.668885,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13877,15216,2016,7,2016-D007,2019,251,2019-D251,1340
118,48,GCOM-W1 AMSR-2 Rad. All-sky,Microwave imagers,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1277,1346,1137,69,13,2012.522463,2014.933444,2.410982,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12601,13481,2012,191,2012-D191,2014,341,2014-D341,881
119,48,GCOM-W1 AMSR-2 Rad. All-sky,Microwave imagers,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1353,1378,1137,25,13,2015.178037,2016.051581,0.873544,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13570,13889,2015,65,2015-D065,2016,19,2016-D019,320
120,48,GCOM-W1 AMSR-2 Rad. All-sky,Microwave imagers,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1137,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
121,49,TRMM TMI Rad. All-sky,Microwave imagers,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1076,1276,1156,200,13,2005.499168,2012.487521,6.988353,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10038,12588,2005,183,2005-D183,2012,178,2012-D178,2551
122,49,TRMM TMI Rad. All-sky,Microwave imagers,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1279,1353,1156,74,13,2012.592346,2015.178037,2.585691,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12627,13570,2012,217,2012-D217,2015,65,2015-D065,944
123,50,AQUA AMSRE Rad. All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1176,1186,1176,10,13,2008.993344,2009.342762,0.349418,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11313,11441,2008,363,2008-D363,2009,126,2009-D126,129
124,50,AQUA AMSRE Rad. All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1188,1255,1176,67,13,2009.412646,2011.753744,2.341098,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11466,12321,2009,151,2009-D151,2011,276,2011-D276,856
125,50,AQUA AMSRE Rad. All-sky,Microwave imagers,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1375,1379,1176,4,5,2015.946755,2016.086522,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13851,13902,2015,346,2015-D346,2016,32,2016-D032,52
126,51,DMSP 18 SSMIS Rad. All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1222,1377,1195,155,13,2010.600666,2016.016639,5.415973,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11900,13877,2010,220,2010-D220,2016,7,2016-D007,1978
127,51,DMSP 18 SSMIS Rad. All-sky,Microwave imagers,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1195,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
128,52,DMSP 17 SSMIS Rad. All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1195,1377,1214,182,13,2009.657238,2016.016639,6.359401,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11555,13877,2009,240,2009-D240,2016,7,2016-D007,2323
129,52,DMSP 17 SSMIS Rad. All-sky,Microwave imagers,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1214,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
130,53,DMSP 15 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,926,1107,1233,181,13,2000.257903,2006.582363,6.324459,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8125,10433,2000,95,2000-D095,2006,213,2006-D213,2309
131,54,DMSP 14 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,845,927,1252,82,13,1997.427621,2000.292845,2.865225,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,7092,8137,1997,157,1997-D157,2000,107,2000-D107,1046
132,55,DMSP 13 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,788,1177,1272,389,13,1995.43594,2009.028286,13.592346,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,6365,11326,1995,160,1995-D160,2009,11,2009-D011,4962
133,56,DMSP 13 SSMI All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1176,1196,1291,20,13,2008.993344,2009.69218,0.698835,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11313,11568,2008,363,2008-D363,2009,253,2009-D253,256
134,57,DMSP 11 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,692,748,1310,56,13,1992.081531,1994.03827,1.956739,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,5140,5854,1992,30,1992-D030,1994,14,1994-D014,715
135,57,DMSP 11 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,776,789,1310,13,13,1995.016639,1995.470882,0.454243,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,6212,6377,1995,7,1995-D007,1995,172,1995-D172,166
136,58,DMSP 10 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,665,668,1329,3,13,1991.138103,1991.242928,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4796,4834,1991,51,1991-D051,1991,89,1991-D089,39
137,58,DMSP 10 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,670,846,1329,176,13,1991.312812,1997.462562,6.14975,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4860,7104,1991,115,1991-D115,1997,169,1997-D169,2245
138,59,DMSP 8 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,564,574,1349,10,13,1987.608985,1987.958403,0.349418,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3508,3635,1987,223,1987-D223,1987,350,1987-D350,128
139,59,DMSP 8 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,577,662,1349,85,13,1988.063228,1991.033278,2.97005,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3674,4758,1988,24,1988-D024,1991,13,1991-D013,1085
140,59,DMSP 8 SSMI CM SAF All-sky,Microwave imagers,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,664,689,1349,25,13,1991.103161,1991.976705,0.873544,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4783,5102,1991,38,1991-D038,1991,357,1991-D357,320
141,60,SAPHIR All-sky,Microwave sounders,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1420,1459,1425,39,13,2017.519135,2018.881864,1.362729,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,14425,14922,2017,190,2017-D190,2018,322,2018-D322,498
142,60,SAPHIR All-sky,Microwave sounders,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1469,1473,1425,4,13,2019.231281,2019.371048,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,15050,15101,2019,85,2019-D085,2019,136,2019-D136,52
143,60,SAPHIR All-sky,Microwave sounders,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1478,1482,1425,4,13,2019.545757,2019.685524,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,15165,15216,2019,200,2019-D200,2019,251,2019-D251,52
144,61,FY-3C MWHS2 Rad. All-sky,Microwave sounders,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1471,1482,1445,11,13,2019.301165,2019.685524,0.384359,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,15075,15216,2019,110,2019-D110,2019,251,2019-D251,142
145,61,FY-3C MWHS2 Rad. All-sky,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1384,1468,1445,84,13,2016.261231,2019.196339,2.935108,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13966,15037,2016,96,2016-D096,2019,72,2019-D072,1072
146,62,FY-3B MWHS Rad.,Microwave sounders,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1299,1377,1464,78,13,2013.291181,2016.016639,2.725458,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12882,13877,2013,107,2013-D107,2016,7,2016-D007,996
147,62,FY-3B MWHS Rad.,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1377,1482,1464,105,13,2016.016639,2019.685524,3.668885,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13877,15216,2016,7,2016-D007,2019,251,2019-D251,1340
148,63,MHS METOP-C MHS Rad. All-sky,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1468,1482,1484,14,13,2019.196339,2019.685524,0.489185,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,15037,15216,2019,72,2019-D072,2019,251,2019-D251,180
149,64,MHS METOP-B MHS Rad. All-sky,Microwave sounders,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1289,1377,1503,88,13,2012.941764,2016.016639,3.074875,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12754,13877,2012,344,2012-D344,2016,7,2016-D007,1124
150,64,MHS METOP-B MHS Rad. All-sky,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1503,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
151,65,MHS METOP-A MHS Rad. All-sky,Microwave sounders,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1120,1327,1522,207,13,2007.036606,2014.269551,7.232945,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10599,13239,2007,14,2007-D014,2014,99,2014-D099,2641
152,65,MHS METOP-A MHS Rad. All-sky,Microwave sounders,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1331,1377,1522,46,13,2014.409318,2016.016639,1.607321,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13290,13877,2014,150,2014-D150,2016,7,2016-D007,588
153,65,MHS METOP-A MHS Rad. All-sky,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1522,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
154,66,MHS NOAA 19 MHS Rad. All-sky,Microwave sounders,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1188,1193,1541,5,13,2009.412646,2009.587354,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11466,11530,2009,151,2009-D151,2009,215,2009-D215,65
155,66,MHS NOAA 19 MHS Rad. All-sky,Microwave sounders,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1210,1375,1541,165,13,2010.181364,2015.946755,5.765391,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11747,13851,2010,67,2010-D067,2015,346,2015-D346,2105
156,66,MHS NOAA 19 MHS Rad. All-sky,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1541,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
157,67,MHS NOAA 18 MHS Rad. All-sky,Microwave sounders,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1079,1377,1561,298,13,2005.603993,2016.016639,10.412646,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10076,13877,2005,221,2005-D221,2016,7,2016-D007,3802
158,67,MHS NOAA 18 MHS Rad. All-sky,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1457,1561,79,13,2016.051581,2018.81198,2.760399,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,14897,2016,19,2016-D019,2018,297,2018-D297,1009
159,68,NOAA 20 ATMS Rad.,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1444,1482,1580,38,13,2018.357737,2019.685524,1.327787,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,14731,15216,2018,131,2018-D131,2019,251,2019-D251,486
160,69,NPP ATMS Rad.,Microwave sounders,False,green,thick,green_thick,used in ERA5 but not in ERA-Interim,visible_color_bar,1283,1377,1599,94,13,2012.732113,2016.016639,3.284526,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12678,13877,2012,268,2012-D268,2016,7,2016-D007,1200
161,69,NPP ATMS Rad.,Microwave sounders,False,grey,thick,grey_thick,used in both ERA5 and ERA-Interim,visible_color_bar,1378,1482,1599,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328
162,70,NOAA 14 MSU TOVS1B Rad,Microwave sounders,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1035,1042,1618,7,13,2004.066556,2004.311148,0.244592,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9515,9604,2004,25,2004-D025,2004,114,2004-D114,90
163,70,NOAA 14 MSU TOVS1B Rad,Microwave sounders,False,red,thin,red_thin,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1045,1047,1618,2,2,2004.415973,2004.485857,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9642,9668,2004,152,2004-D152,2004,178,2004-D178,27
164,70,NOAA 14 MSU TOVS1B Rad,Microwave sounders,False,red,thick,red_thick,assimilated in ERA-Interim but not in ERA5,visible_color_bar,1054,1058,1618,4,11,2004.730449,2004.870216,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9757,9808,2004,267,2004-D267,2004,318,2004-D318,52
