segment_id,row_index,row_label,section,anchor_mark_visible,color,thickness,code,legend_description,source_kind,pixel_x_start,pixel_x_end_exclusive,pixel_y_center,pixel_width,pixel_height_estimate,year_start,year_end,duration_years,note,base_year,end_year_exclusive,start_abs_day,end_abs_day,start_year,start_day_of_year,start_day_label,end_year,end_day_of_year,end_day_label,duration_days,normalized_sensor,normalized_satellite,match_key,era5_active_from_color,era_interim_active_from_color,era_source_right_edge_segment,original_end_abs_day,original_end_day_label,original_end_date_365,era_interim_clipped_start_day_label,era_interim_clipped_end_day_label,extension_interval_count
1,1,GOES 16 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1450,1482,59,32,13,2018.567388,2019.685524,1.118136,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,14808,15216,2018,208,2018-D208,2019,251,2019-D251,409,GEOS,GOES 16,GEOS|GOES 16,True,True,True,15216,2019-D251,2019-09-08,2018-D208,2019-D251,2
2,2,GOES 15 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1271,1377,78,106,13,2012.312812,2016.016639,3.703827,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12525,13877,2012,115,2012-D115,2016,7,2016-D007,1353,GEOS,GOES 15,GEOS|GOES 15,True,False,False,13877,2016-D007,2016-01-07,,,0
3,2,GOES 15 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1378,1480,78,102,13,2016.051581,2019.615641,3.56406,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15190,2016,19,2016-D019,2019,225,2019-D225,1302,GEOS,GOES 15,GEOS|GOES 15,True,True,False,15190,2019-D225,2019-08-13,2016-D019,2019-D225,0
4,4,GOES 13 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1214,1283,117,69,13,2010.321131,2012.732113,2.410982,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11798,12678,2010,118,2010-D118,2012,268,2012-D268,881,GEOS,GOES 13,GEOS|GOES 13,True,True,False,12678,2012-D268,2012-09-25,2010-D118,2012-D268,0
5,4,GOES 13 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1286,1433,117,147,13,2012.836938,2017.973378,5.136439,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12716,14591,2012,306,2012-D306,2017,356,2017-D356,1876,GEOS,GOES 13,GEOS|GOES 13,True,True,False,14591,2017-D356,2017-12-22,2012-D306,2017-D356,0
6,5,GOES 12 GEOS Rad.,Geostationary radiances,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1203,1213,136,10,13,2009.936772,2010.28619,0.349418,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11657,11785,2009,342,2009-D342,2010,105,2010-D105,129,GEOS,GOES 12,GEOS|GOES 12,False,True,False,11785,2010-D105,2010-04-15,2009-D342,2010-D105,0
7,5,GOES 12 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1012,1175,136,163,13,2003.262895,2008.958403,5.695507,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9221,11300,2003,96,2003-D096,2008,350,2008-D350,2080,GEOS,GOES 12,GEOS|GOES 12,True,True,False,11300,2008-D350,2008-12-16,2003-D096,2008-D350,0
8,5,GOES 12 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1178,1203,136,25,13,2009.063228,2009.936772,0.873544,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11339,11657,2009,24,2009-D024,2009,342,2009-D342,319,GEOS,GOES 12,GEOS|GOES 12,True,True,False,11657,2009-D342,2009-12-08,2009-D024,2009-D342,0
9,6,GOES 11 GEOS Rad.,Geostationary radiances,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1152,1157,155,5,13,2008.154742,2008.329451,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11007,11071,2008,57,2008-D057,2008,121,2008-D121,65,GEOS,GOES 11,GEOS|GOES 11,False,True,False,11071,2008-D121,2008-05-01,2008-D057,2008-D121,0
10,6,GOES 11 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1113,1151,155,38,13,2006.792013,2008.1198,1.327787,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10510,10994,2006,290,2006-D290,2008,44,2008-D044,485,GEOS,GOES 11,GEOS|GOES 11,True,True,False,10994,2008-D044,2008-02-13,2006-D290,2008-D044,0
11,6,GOES 11 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1167,1260,155,93,13,2008.678869,2011.928453,3.249584,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11198,12384,2008,248,2008-D248,2011,339,2011-D339,1187,GEOS,GOES 11,GEOS|GOES 11,True,True,False,12384,2011-D339,2011-12-05,2008-D248,2011-D339,0
12,7,GOES 10 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,971,1105,174,134,13,2001.830283,2006.512479,4.682196,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8699,10408,2001,304,2001-D304,2006,188,2006-D188,1710,GEOS,GOES 10,GEOS|GOES 10,True,True,False,10408,2006-D188,2006-07-07,2001-D304,2006-D188,0
13,8,GOES 9 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1021,1029,193,8,13,2003.577371,2003.856905,0.279534,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9336,9438,2003,211,2003-D211,2003,313,2003-D313,103,GEOS,GOES 9,GEOS|GOES 9,True,False,False,9438,2003-D313,2003-11-09,,,0
14,8,GOES 9 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1015,1021,193,6,13,2003.36772,2003.577371,0.209651,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9260,9336,2003,135,2003-D135,2003,211,2003-D211,77,GEOS,GOES 9,GEOS|GOES 9,True,True,False,9336,2003-D211,2003-07-30,2003-D135,2003-D211,0
15,8,GOES 9 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1028,1088,193,60,13,2003.821963,2005.918469,2.096506,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9426,10191,2003,301,2003-D301,2005,336,2005-D336,766,GEOS,GOES 9,GEOS|GOES 9,True,True,False,10191,2005-D336,2005-12-02,2003-D301,2005-D336,0
16,9,GOES 8 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,971,1012,213,41,13,2001.830283,2003.262895,1.432612,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8699,9221,2001,304,2001-D304,2003,96,2003-D096,523,GEOS,GOES 8,GEOS|GOES 8,True,True,False,9221,2003-D096,2003-04-06,2001-D304,2003-D096,0
17,10,METEOSAT 11 GEOS Rad. Allsky,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1438,1482,232,44,13,2018.148087,2019.685524,1.537438,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,14655,15216,2018,55,2018-D055,2019,251,2019-D251,562,SEVIRI,METEOSAT 11,SEVIRI|METEOSAT 11,True,True,True,15216,2019-D251,2019-09-08,2018-D055,2019-D251,3
18,11,METEOSAT 10 GEOS Rad. Allsky,Geostationary radiances,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1293,1376,251,83,13,2013.081531,2015.981697,2.900166,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12805,13864,2013,30,2013-D030,2015,359,2015-D359,1060,SEVIRI,METEOSAT 10,SEVIRI|METEOSAT 10,True,True,False,13864,2015-D359,2015-12-25,2013-D030,2015-D359,0
19,11,METEOSAT 10 GEOS Rad. Allsky,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1377,1437,251,60,13,2016.016639,2018.113145,2.096506,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13877,14642,2016,7,2016-D007,2018,42,2018-D042,766,SEVIRI,METEOSAT 10,SEVIRI|METEOSAT 10,True,True,False,14642,2018-D042,2018-02-11,2016-D007,2018-D042,0
20,12,METEOSAT 9 GEOS Rad. Allsky,Geostationary radiances,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1126,1175,270,49,13,2007.246256,2008.958403,1.712146,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10675,11300,2007,90,2007-D090,2008,350,2008-D350,626,SEVIRI,METEOSAT 9,SEVIRI|METEOSAT 9,True,True,False,11300,2008-D350,2008-12-16,2007-D090,2008-D350,0
21,12,METEOSAT 9 GEOS Rad. Allsky,Geostationary radiances,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1177,1185,270,8,13,2009.028286,2009.30782,0.279534,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11326,11428,2009,11,2009-D011,2009,113,2009-D113,103,SEVIRI,METEOSAT 9,SEVIRI|METEOSAT 9,True,True,False,11428,2009-D113,2009-04-23,2009-D011,2009-D113,0
22,12,METEOSAT 9 GEOS Rad. Allsky,Geostationary radiances,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1187,1293,270,106,13,2009.377704,2013.081531,3.703827,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11453,12805,2009,138,2009-D138,2013,30,2013-D030,1353,SEVIRI,METEOSAT 9,SEVIRI|METEOSAT 9,True,True,False,12805,2013-D030,2013-01-30,2009-D138,2013-D030,0
23,13,METEOSAT 8 GEOS Rad. Allsky,Geostationary radiances,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1043,1063,290,20,13,2004.34609,2005.044925,0.698835,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9617,9872,2004,127,2004-D127,2005,17,2005-D017,256,SEVIRI,METEOSAT 8,SEVIRI|METEOSAT 8,True,True,False,9872,2005-D017,2005-01-17,2004-D127,2005-D017,0
24,13,METEOSAT 8 GEOS Rad. Allsky,Geostationary radiances,False,blue,thick,blue_thick,reprocessed relative to those assimilated in ERA-Interim,visible_color_bar,1065,1127,290,62,13,2005.114809,2007.281198,2.166389,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9897,10688,2005,42,2005-D042,2007,103,2007-D103,792,SEVIRI,METEOSAT 8,SEVIRI|METEOSAT 8,True,True,False,10688,2007-D103,2007-04-13,2005-D042,2007-D103,0
25,13,METEOSAT 8 GEOS Rad. Allsky,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1410,1482,290,72,13,2017.169717,2019.685524,2.515807,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,14297,15216,2017,62,2017-D062,2019,251,2019-D251,920,SEVIRI,METEOSAT 8,SEVIRI|METEOSAT 8,True,True,True,15216,2019-D251,2019-09-08,2017-D062,2019-D251,2
26,14,METEOSAT 7 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,957,1044,309,87,13,2001.341098,2004.381032,3.039933,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8520,9630,2001,125,2001-D125,2004,140,2004-D140,1111,GEOS,METEOSAT 7,GEOS|METEOSAT 7,True,False,False,9630,2004-D140,2004-05-20,,,0
27,14,METEOSAT 7 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1063,1066,309,3,13,2005.044925,2005.14975,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9872,9910,2005,17,2005-D017,2005,55,2005-D055,39,GEOS,METEOSAT 7,GEOS|METEOSAT 7,True,False,False,9910,2005-D055,2005-02-24,,,0
28,14,METEOSAT 7 GEOS Rad.,Geostationary radiances,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1300,1304,309,4,12,2013.326123,2013.46589,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12895,12946,2013,120,2013-D120,2013,171,2013-D171,52,GEOS,METEOSAT 7,GEOS|METEOSAT 7,False,True,False,12946,2013-D171,2013-06-20,2013-D120,2013-D171,0
29,14,METEOSAT 7 GEOS Rad.,Geostationary radiances,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1122,1410,309,288,13,2007.106489,2017.169717,10.063228,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10624,14297,2007,39,2007-D039,2017,62,2017-D062,3674,GEOS,METEOSAT 7,GEOS|METEOSAT 7,True,True,False,14297,2017-D062,2017-03-03,2007-D039,2017-D062,0
30,15,METEOSAT 5 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1013,1024,328,11,13,2003.297837,2003.682196,0.384359,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9234,9375,2003,109,2003-D109,2003,250,2003-D250,142,GEOS,METEOSAT 5,GEOS|METEOSAT 5,True,False,False,9375,2003-D250,2003-09-07,,,0
31,15,METEOSAT 5 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1028,1031,328,3,13,2003.821963,2003.926789,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9426,9464,2003,301,2003-D301,2003,339,2003-D339,39,GEOS,METEOSAT 5,GEOS|METEOSAT 5,True,False,False,9464,2003-D339,2003-12-05,,,0
32,15,METEOSAT 5 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1034,1035,328,1,8,2004.031614,2004.066556,0.034942,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9502,9515,2004,12,2004-D012,2004,25,2004-D025,14,GEOS,METEOSAT 5,GEOS|METEOSAT 5,True,False,False,9515,2004-D025,2004-01-25,,,0
33,15,METEOSAT 5 GEOS Rad.,Geostationary radiances,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1040,1104,328,64,13,2004.241265,2006.477537,2.236273,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9579,10395,2004,89,2004-D089,2006,175,2006-D175,817,GEOS,METEOSAT 5,GEOS|METEOSAT 5,True,False,False,10395,2006-D175,2006-06-24,,,0
